sample_id,negative_type,gene_ids,target_size,actual_size,seed,split,source_pathway_id,source_database,source_family,source_pathway_id_1,source_pathway_id_2,source_pathway_id_3,source_family_1,source_family_2,source_family_3,kept_fraction,replaced_fraction,replacement_fraction,n_kept,n_replaced,contribution_fraction_1,contribution_fraction_2,contribution_fraction_3,random_fill_count,max_overlap_with_curated,closest_curated_pathway
TRAIN_NEG_seed42_corrupted_pathway_0074,corrupted_pathway,"AT1G06760,AT1G64253,AT2G27120,AT2G28260,AT2G41610,AT3G02490,AT3G08636,AT3G19480,AT4G20250,AT4G32520,AT4G34200,AT4G37930,AT5G59450",13,13,10042,train,AC_SER-GLYSYN-PWY,AraCyc,Amino acid metabolism,NA,NA,NA,NA,NA,NA,0.3076923076923077,0.6923076923076923,0.6923076923076923,4,9,NA,NA,NA,0,0.3333333333333333,AC_SERSYN-PWY
TRAIN_NEG_seed42_corrupted_pathway_0075,corrupted_pathway,"AT1G01880,AT1G10490,AT1G10940,AT1G13440,AT1G19980,AT1G29660,AT1G32760,AT1G35670,AT1G36942,AT1G43670,AT1G43950,AT1G56190,AT1G70860,AT2G01140,AT2G06835.1,AT2G07795,AT2G14460,AT2G19900,AT2G22780,AT2G42530,AT2G46980,AT3G04530,AT3G05170,AT3G06500,AT3G08590,AT3G12780,AT3G13430,AT3G16760,AT3G17510,AT3G21180,AT3G47520,AT3G52930,AT3G53910,AT3G54050,AT3G54160,AT3G55440,AT4G05612,AT4G09520,AT4G14910,AT4G16450,AT4G26520,AT4G37870,AT4G38970,AT5G11670,AT5G16580,AT5G22150,AT5G44160,AT5G65690",48,48,10042,train,AC_GLUCONEO-PWY,AraCyc,Carbohydrate metabolism,NA,NA,NA,NA,NA,NA,0.4375,0.5625,0.5625,21,27,NA,NA,NA,0,0.4375,AC_GLUCONEO-PWY
TRAIN_NEG_seed42_corrupted_pathway_0076,corrupted_pathway,"AT3G23180,AT3G25820,AT3G25830,AT3G48760,AT4G09180,AT5G07500,AT5G24350,AT5G67100",8,8,10042,train,AC_PWY-3041,AraCyc,Specialized/other biosynthesis,NA,NA,NA,NA,NA,NA,0.375,0.625,0.625,3,5,NA,NA,NA,0,0.375,AC_PWY-3041
TRAIN_NEG_seed42_corrupted_pathway_0077,corrupted_pathway,"AT2G17630,AT2G21730,AT4G13965,AT4G35630,AT4G39910,AT5G11000",6,6,10042,train,AC_SERSYN-PWY,AraCyc,Amino acid metabolism,NA,NA,NA,NA,NA,NA,0.3333333333333333,0.6666666666666666,0.6666666666666666,2,4,NA,NA,NA,0,0.5,ath01100
TRAIN_NEG_seed42_corrupted_pathway_0078,corrupted_pathway,"AT1G52630,AT1G62914,AT2G13810,AT2G21440,AT2G23580,AT2G44040,AT3G02020,AT3G07780,AT3G10130,AT3G15260,AT3G60880,AT5G11880,AT5G13280,AT5G14060,AT5G27270",15,15,10042,train,ath00300,KEGG,Amino acid metabolism,NA,NA,NA,NA,NA,NA,0.4666666666666667,0.5333333333333333,0.5333333333333333,7,8,NA,NA,NA,0,0.5,AC_HOMOSERSYN-PWY
TRAIN_NEG_seed42_corrupted_pathway_0079,corrupted_pathway,"AT1G13710,AT1G13800,AT1G55090,AT1G62660,AT1G74370,AT1G78590,AT2G01350,AT2G16730,AT2G18840,AT2G36310,AT2G44080,AT3G25850,AT3G53120,AT3G53880,AT4G25434,AT4G29680,AT4G31130,AT5G09230,AT5G10360,AT5G14760,AT5G20070,AT5G23220,AT5G47650,AT5G55760,AT5G55810,AT5G55970",26,26,10042,train,ath00760,KEGG,Cofactor/vitamin metabolism,NA,NA,NA,NA,NA,NA,0.5,0.5,0.5,13,13,NA,NA,NA,0,0.8,AC_PYRIDNUCSYN-PWY
TRAIN_NEG_seed42_corrupted_pathway_0080,corrupted_pathway,"AT1G01670,AT1G02580,AT1G07040,AT1G12880,AT1G23800,AT1G40090,AT1G54100,AT1G62350,AT2G18740,AT2G22740,AT2G24580,AT2G35160,AT3G02870,AT3G10010,AT3G16950,AT3G17240,AT3G20390,AT3G44261,AT3G57070,AT4G15180,AT4G23020,AT4G27720,AT4G30850,AT4G33150,AT4G36250,AT4G36930,AT4G37370,AT5G13070,AT5G40280,AT5G53700,AT5G64810,AT5G67245",32,32,10042,train,ath00310,KEGG,Degradation/catabolism,NA,NA,NA,NA,NA,NA,0.375,0.625,0.625,12,20,NA,NA,NA,0,0.40625,ath01100
TRAIN_NEG_seed42_corrupted_pathway_0081,corrupted_pathway,"AT1G70175,AT3G08020,AT3G10580,AT3G60620,AT4G22340,AT4G30580,AT5G27310,AT5G62820,ATCG01010",9,9,10042,train,AC_PWY0-1319,AraCyc,Lipid metabolism,NA,NA,NA,NA,NA,NA,0.4444444444444444,0.5555555555555556,0.5555555555555556,4,5,NA,NA,NA,0,0.4444444444444444,AC_PWY-5667
TRAIN_NEG_seed42_corrupted_pathway_0082,corrupted_pathway,"AT1G14500,AT1G31885,AT1G65450,AT3G19020,AT3G26115",5,5,10042,train,AC_PWY-7120,AraCyc,Lipid metabolism,NA,NA,NA,NA,NA,NA,0.2,0.8,0.8,1,4,NA,NA,NA,0,0.2,AC_PWY-5868
TRAIN_NEG_seed42_corrupted_pathway_0083,corrupted_pathway,"AT1G09483,AT1G21120,AT1G26420,AT1G47845,AT1G66430,AT1G70730,AT1G70820,AT1G73370,AT1G74020,AT2G12400,AT2G22430,AT2G28110,AT2G31390,AT2G35690,AT2G39400,AT3G10580,AT3G18950,AT3G20040,AT3G22120,AT3G52526,AT3G54090,AT3G60730,AT4G02280,AT4G10260,AT4G28706,AT4G30780,AT4G37840,AT5G05120,AT5G13110,AT5G17530,AT5G37180,AT5G43520,AT5G51780,AT5G57970,AT5G61170",35,35,10042,train,AC_PWY-3801,AraCyc,Degradation/catabolism,NA,NA,NA,NA,NA,NA,0.4,0.6,0.6,14,21,NA,NA,NA,0,0.46153846153846156,AC_GLUCOSE1PMETAB-PWY
TRAIN_NEG_seed42_corrupted_pathway_0084,corrupted_pathway,"AT1G20970,AT2G17520,AT2G17750,AT2G18720,AT2G19900,AT2G41130,AT3G10780,AT3G18840,AT3G47520,AT3G53910,AT3G61175,AT5G40350,AT5G44265,AT5G45570",14,14,10042,train,AC_PWY-7048,AraCyc,Other AraCyc,NA,NA,NA,NA,NA,NA,0.21428571428571427,0.7857142857142857,0.7857142857142857,3,11,NA,NA,NA,0,0.2222222222222222,AC_PWY-7047
TRAIN_NEG_seed42_corrupted_pathway_0085,corrupted_pathway,"AT1G60750,AT1G61270,AT1G70730,AT2G29065,AT3G42560,AT4G38540,AT5G17530",7,7,10042,train,AC_DTDPRHAMSYN-PWY,AraCyc,Specialized/other biosynthesis,NA,NA,NA,NA,NA,NA,0.2857142857142857,0.7142857142857143,0.7142857142857143,2,5,NA,NA,NA,0,0.2857142857142857,AC_DTDPRHAMSYN-PWY
TRAIN_NEG_seed42_corrupted_pathway_0086,corrupted_pathway,"AT1G33320,AT2G34480,AT3G57050,AT3G62130,AT4G05170,AT4G07445,AT4G23600,AT5G27820",8,8,10042,train,AC_PWY-801,AraCyc,Amino acid metabolism,NA,NA,NA,NA,NA,NA,0.5,0.5,0.5,4,4,NA,NA,NA,0,0.5,AC_PWY-801
TRAIN_NEG_seed42_corrupted_pathway_0087,corrupted_pathway,"AT1G05385,AT1G10780,AT1G16970,AT1G26940,AT1G32140,AT1G55325,AT1G71100,AT1G80630,AT3G01850,AT3G04790,AT3G28280,AT5G44520",12,12,10042,train,AC_NONOXIPENT-PWY,AraCyc,Carbohydrate metabolism,NA,NA,NA,NA,NA,NA,0.3333333333333333,0.6666666666666666,0.6666666666666666,4,8,NA,NA,NA,0,0.3333333333333333,AC_CALVIN-PWY
TRAIN_NEG_seed42_corrupted_pathway_0088,corrupted_pathway,"AT1G18140,AT2G14750,AT3G03900,AT3G22890,AT5G42400,AT5G57190",6,6,10042,train,AC_PWY-5340,AraCyc,Other AraCyc,NA,NA,NA,NA,NA,NA,0.5,0.5,0.5,3,3,NA,NA,NA,0,0.6666666666666666,ath01100
TRAIN_NEG_seed42_corrupted_pathway_0089,corrupted_pathway,"AT1G21140,AT1G32580,AT2G02480,AT3G24350,AT4G11910,AT4G37000,AT5G44610,AT5G45860,AT5G48790",9,9,10042,train,AC_PWY-5098,AraCyc,Degradation/catabolism,NA,NA,NA,NA,NA,NA,0.2222222222222222,0.7777777777777778,0.7777777777777778,2,7,NA,NA,NA,0,0.2222222222222222,AC_PWY-5098
TRAIN_NEG_seed42_corrupted_pathway_0090,corrupted_pathway,"AT1G05620,AT1G15010,AT1G15085,AT1G16140,AT1G31930,AT1G54210,AT1G61900,AT1G62040,AT1G62515,AT1G63160,AT1G69960,AT1G71400,AT2G04675,AT2G22040,AT2G28460,AT2G28900,AT2G36350,AT2G37710,AT2G41830,AT2G45170,AT2G45910,AT3G07525,AT3G08850,AT3G15580,AT3G19190,AT3G42725,AT3G46620,AT3G47870,AT3G60640,AT4G10070,AT4G18770,AT4G22160,AT4G32295,AT4G32630,AT5G01790,AT5G03840,AT5G14180,AT5G27530,AT5G45730,AT5G60840,AT5G63410",41,41,10042,train,ath04136,KEGG,Other KEGG/cellular,NA,NA,NA,NA,NA,NA,0.24390243902439024,0.7560975609756098,0.7560975609756098,10,31,NA,NA,NA,0,0.24390243902439024,ath04136
TRAIN_NEG_seed42_corrupted_pathway_0091,corrupted_pathway,"AT1G26300,AT3G15790,AT3G30180,AT4G36120,AT4G36890,AT5G67230",6,6,10042,train,AC_PWY-5800,AraCyc,Specialized/other biosynthesis,NA,NA,NA,NA,NA,NA,0.3333333333333333,0.6666666666666666,0.6666666666666666,2,4,NA,NA,NA,0,0.3333333333333333,AC_PWY-5800
TRAIN_NEG_seed42_corrupted_pathway_0092,corrupted_pathway,"AT1G02900,AT1G05663.1,AT1G08080,AT1G08090,AT1G20450,AT1G23730,AT1G33080,AT1G36980,AT1G49360,AT1G60940,AT1G66200,AT1G74000,AT1G76405,AT1G76520,AT2G17190,AT2G31345,AT2G33810,AT2G37970,AT2G44390,AT2G47010,AT3G01500,AT3G48680,AT3G50390,AT3G51860,AT3G53590,AT3G56480,AT4G09465,AT4G26470,AT4G33580,AT4G37550,AT4G37560,AT5G04180,AT5G14570,AT5G14740,AT5G15320,AT5G16570,AT5G26740,AT5G27860,AT5G28050,AT5G28740,AT5G37600,AT5G46360,AT5G60770",43,43,10042,train,ath00910,KEGG,Energy metabolism,NA,NA,NA,NA,NA,NA,0.32558139534883723,0.6744186046511628,0.6744186046511628,14,29,NA,NA,NA,0,0.375,AC_CYANCAT-PWY
TRAIN_NEG_seed42_corrupted_pathway_0093,corrupted_pathway,"AT1G70580,AT3G04900,AT4G39660,AT5G21020,AT5G39840",5,5,10042,train,AC_GLYSYN-ALA-PWY,AraCyc,Amino acid metabolism,NA,NA,NA,NA,NA,NA,0.4,0.6,0.6,2,3,NA,NA,NA,0,0.4,AC_GLYSYN-ALA-PWY
TRAIN_NEG_seed42_corrupted_pathway_0094,corrupted_pathway,"AT1G05190,AT1G05380,AT1G54575,AT3G20090,AT3G20110,AT4G26230,AT5G02470,AT5G10380,AT5G22340,AT5G42580",10,10,10042,train,AC_PWY-6007,AraCyc,Specialized/other biosynthesis,NA,NA,NA,NA,NA,NA,0.3,0.7,0.7,3,7,NA,NA,NA,0,0.3,AC_PWY-6007
TRAIN_NEG_seed42_corrupted_pathway_0095,corrupted_pathway,"AT1G55990,AT2G03500,AT2G23260,AT5G20840,AT5G53810",5,5,10042,train,AC_PWY-4702,AraCyc,Degradation/catabolism,NA,NA,NA,NA,NA,NA,0.2,0.8,0.8,1,4,NA,NA,NA,0,0.2,AC_PWY-1741
TRAIN_NEG_seed42_corrupted_pathway_0096,corrupted_pathway,"AT1G57590,AT1G64310,AT4G29250,AT4G33580,AT5G06140",5,5,10042,train,AC_PWY-5049,AraCyc,Specialized/other biosynthesis,NA,NA,NA,NA,NA,NA,0.2,0.8,0.8,1,4,NA,NA,NA,0,0.2,AC_CYANCAT-PWY
TRAIN_NEG_seed42_corrupted_pathway_0097,corrupted_pathway,"AT1G07320,AT1G14360,AT1G14960,AT1G15210,AT1G19180,AT1G23680,AT1G28010,AT1G28630,AT1G31770,AT1G51460,AT1G57660,AT1G63615,AT1G63670,AT1G65540,AT1G68820,AT1G71960,AT2G03280,AT2G07685,AT2G17033,AT2G17900,AT2G22080,AT2G25625,AT2G27660,AT2G28680,AT2G29940,AT2G33740,AT2G38340,AT2G41700,AT2G42465,AT2G43465,AT2G47000,AT3G08740,AT3G09105.1,AT3G16340,AT3G20997,AT3G28360,AT3G28390,AT3G32130,AT3G53480,AT3G55110,AT3G55320,AT3G56930,AT4G01830,AT4G03580,AT4G05250,AT4G14805,AT4G15236,AT4G15870,AT4G24050,AT4G27010,AT4G28405,AT4G28630,AT4G35820,AT4G36060,AT5G02900,AT5G06530,AT5G13580,AT5G15490,AT5G15860,AT5G16340,AT5G16900,AT5G18440,AT5G24410,AT5G40860,AT5G46380,AT5G54520,AT5G58660,AT5G61330",68,68,10042,train,ath02010,KEGG,Other KEGG/cellular,NA,NA,NA,NA,NA,NA,0.27941176470588236,0.7205882352941176,0.7205882352941176,19,49,NA,NA,NA,0,0.27941176470588236,ath02010
TRAIN_NEG_seed42_corrupted_pathway_0098,corrupted_pathway,"AT2G04170,AT2G25790,AT2G35680,AT3G14570,AT3G25760,AT3G56910,AT3G58830,AT4G22340,AT4G26770,AT4G39820,AT5G17290,AT5G40610,ATCG01010",13,13,10042,train,AC_PWY4FS-7,AraCyc,Lipid metabolism,NA,NA,NA,NA,NA,NA,0.46153846153846156,0.5384615384615384,0.5384615384615384,6,7,NA,NA,NA,0,0.46153846153846156,AC_PWY4FS-7
TRAIN_NEG_seed42_corrupted_pathway_0099,corrupted_pathway,"AT1G03400,AT1G04380,AT1G06640,AT1G07850,AT1G12200,AT1G13500,AT1G15757,AT1G25230,AT1G26240,AT1G58220,AT1G58248,AT1G62600,AT1G62620,AT1G63340,AT1G63370,AT1G63390,AT1G73290,AT1G76880,AT1G79370,AT2G20610,AT2G23960,AT2G24850,AT2G25000,AT2G25450,AT2G30830,AT2G39725,AT2G40400,AT2G41280,AT2G41950,AT2G43440,AT2G43500,AT3G13226,AT3G22870,AT3G58560,AT4G14400,AT4G23600,AT4G24615,AT4G26950,AT4G27460,AT4G28410,AT4G30530,AT4G30540,AT5G02330,AT5G07090,AT5G11180,AT5G59540,AT5G66240",47,47,10042,train,AC_PWYQT-4471,AraCyc,Amino acid metabolism,NA,NA,NA,NA,NA,NA,0.425531914893617,0.574468085106383,0.574468085106383,20,27,NA,NA,NA,0,0.4375,AC_PWY-1187
TRAIN_NEG_seed42_corrupted_pathway_0100,corrupted_pathway,"AT1G01910,AT1G08210,AT1G68010,AT2G45630,AT4G25520,AT5G03905,AT5G39700",7,7,10042,train,AC_PWY-8011,AraCyc,Amino acid metabolism,NA,NA,NA,NA,NA,NA,0.2857142857142857,0.7142857142857143,0.7142857142857143,2,5,NA,NA,NA,0,0.2857142857142857,AC_PWY-181
TRAIN_NEG_seed42_corrupted_pathway_0101,corrupted_pathway,"AT1G20090,AT1G26480,AT1G51620,AT1G72760,AT1G75840,AT2G18721,AT2G44690,AT3G03405,AT3G24520,AT3G57660,AT5G24350,AT5G48400,AT5G49215,AT5G62880",14,14,10042,train,ath04518,KEGG,Signalling/regulatory,NA,NA,NA,NA,NA,NA,0.2857142857142857,0.7142857142857143,0.7142857142857143,4,10,NA,NA,NA,0,0.35714285714285715,ath04519
TRAIN_NEG_seed42_corrupted_pathway_0102,corrupted_pathway,"AT1G01190,AT1G07310,AT1G12230,AT1G27720,AT1G32200,AT1G47271,AT1G55300,AT1G60625,AT1G67310,AT1G74030,AT2G01290,AT2G02630,AT2G16586,AT2G23985,AT2G26270,AT2G30570,AT2G33050,AT2G33190,AT2G36530,AT2G36580,AT2G36640,AT2G39770,AT3G01850,AT3G04790,AT3G07600,AT3G08590,AT3G25960,AT4G15250,AT4G28450,AT4G30810,AT4G32060,AT5G03810,AT5G13420,AT5G38410,AT5G38420,AT5G51560",36,36,10042,train,AC_PWY-5723,AraCyc,Other AraCyc,NA,NA,NA,NA,NA,NA,0.3333333333333333,0.6666666666666666,0.6666666666666666,12,24,NA,NA,NA,0,0.4166666666666667,AC_NONOXIPENT-PWY
TRAIN_NEG_seed42_corrupted_pathway_0103,corrupted_pathway,"AT1G01390,AT1G07260,AT1G11591,AT1G12180,AT1G16020,AT1G23560,AT1G30530,AT1G48980,AT1G70810,AT1G73880,AT2G05910,AT2G15490,AT2G36210,AT2G43000,AT3G05890,AT3G05936,AT3G16140,AT3G16520,AT3G21760,AT3G24790,AT3G30525,AT3G50740,AT4G00165,AT4G15090,AT4G21213,AT4G22350,AT4G31850,AT4G34138,AT5G06250,AT5G06900,AT5G08640,AT5G17050,AT5G24330,AT5G37910,AT5G43935,AT5G44150,AT5G48020,AT5G57270,AT5G57860,AT5G59580,AT5G63580,AT5G63595,AT5G66690",43,43,10042,train,AC_PWY-5390,AraCyc,Specialized/other biosynthesis,NA,NA,NA,NA,NA,NA,0.3953488372093023,0.6046511627906976,0.6046511627906976,17,26,NA,NA,NA,0,0.46153846153846156,AC_PWY-7140
TRAIN_NEG_seed42_corrupted_pathway_0104,corrupted_pathway,"AT1G06820,AT1G15720,AT2G20500,AT3G09580,AT5G62573",5,5,10042,train,AC_PWY-6475,AraCyc,Specialized/other biosynthesis,NA,NA,NA,NA,NA,NA,0.4,0.6,0.6,2,3,NA,NA,NA,0,0.4,AC_PWY-6475
TRAIN_NEG_seed42_corrupted_pathway_0105,corrupted_pathway,"AT1G02580,AT1G03470,AT1G11680,AT1G13480,AT1G17910,AT1G21500,AT1G21700,AT1G22950,AT1G24490,AT1G52740,AT1G54690,AT1G59950,AT1G68880,AT1G72520,AT1G73340,AT1G76380,AT1G79020,AT2G02540,AT2G17930,AT2G24550,AT2G25170,AT2G27313,AT2G35750,AT2G42430,AT2G46020,AT2G47390,AT3G06400,AT3G15000,AT3G16100,AT3G17590,AT3G17820,AT3G23490,AT3G23830,AT3G33520,AT3G44490,AT3G45830,AT3G46440,AT3G48570,AT3G49320,AT3G51920,AT3G54560,AT3G57300,AT4G10410,AT4G13570,AT4G18220,AT4G27230,AT4G29730,AT4G35850,AT4G38130,AT5G02560,AT5G07240,AT5G14170,AT5G22080,AT5G22330,AT5G26650,AT5G38760,AT5G40470,AT5G43590,AT5G45600,AT5G58230,AT5G59870,AT5G61230,AT5G64300,AT5G66370",64,64,10042,train,ath03082,KEGG,Energy metabolism,NA,NA,NA,NA,NA,NA,0.390625,0.609375,0.609375,25,39,NA,NA,NA,0,0.390625,ath03082
TRAIN_NEG_seed42_corrupted_pathway_0106,corrupted_pathway,"AT1G36020,AT1G66410,AT2G27450,AT2G37710,AT3G17620,AT3G24360,AT3G45200,AT3G45300,AT3G54520,AT4G20930,AT4G22517,AT4G31810,AT5G42670,AT5G65940",14,14,10042,train,AC_VALDEG-PWY,AraCyc,Degradation/catabolism,NA,NA,NA,NA,NA,NA,0.35714285714285715,0.6428571428571429,0.6428571428571429,5,9,NA,NA,NA,0,0.42857142857142855,ath01100
TRAIN_NEG_seed42_corrupted_pathway_0107,corrupted_pathway,"AT1G09932,AT1G29670,AT1G31660,AT3G24130,AT4G15840,AT4G36470,AT5G04370,AT5G55250,AT5G66430",9,9,10042,train,AC_PWY18C3-22,AraCyc,Specialized/other biosynthesis,NA,NA,NA,NA,NA,NA,0.4444444444444444,0.5555555555555556,0.5555555555555556,4,5,NA,NA,NA,0,0.4444444444444444,AC_PWY-4203
TRAIN_NEG_seed42_corrupted_pathway_0108,corrupted_pathway,"AT1G07880,AT1G13180,AT1G20090,AT1G23220,AT1G30825,AT1G34520,AT1G34850,AT1G51810,AT1G57700,AT1G59460,AT1G62260,AT1G67930,AT2G17800,AT2G19240,AT2G20930,AT2G22590,AT2G24990,AT2G25180,AT2G37360,AT2G38650,AT2G46080,AT2G48080,AT3G01180,AT3G10540,AT3G15450,AT3G21570,AT3G28853,AT3G28910,AT3G45000,AT3G45673,AT3G51300,AT3G58730,AT4G03260,AT4G04972,AT4G10200,AT4G12340,AT4G13880,AT4G14147,AT4G20890,AT4G34030,AT5G04510,AT5G16790,AT5G19770,AT5G19780,AT5G23860,AT5G35370,AT5G44340,AT5G54140,AT5G56580,AT5G62700",50,50,10042,train,ath04517,KEGG,Signalling/regulatory,NA,NA,NA,NA,NA,NA,0.34,0.66,0.66,17,33,NA,NA,NA,0,0.34,ath04517
TRAIN_NEG_seed42_corrupted_pathway_0109,corrupted_pathway,"AT1G32510,AT2G19570,AT3G01324,AT3G06436,AT4G29630,AT4G29640,AT4G31060,AT4G33160,AT5G55590,AT5G55980",10,10,10042,train,AC_PWY-6556,AraCyc,Degradation/catabolism,NA,NA,NA,NA,NA,NA,0.3,0.7,0.7,3,7,NA,NA,NA,0,0.4,ath01100
TRAIN_NEG_seed42_corrupted_pathway_0110,corrupted_pathway,"AT1G02810,AT1G09840,AT1G14620,AT1G18880,AT1G29020,AT1G30825,AT1G50680,AT1G55917,AT1G60430,AT1G65960,AT1G72330,AT1G75780,AT1G75840,AT1G77360,AT2G15695,AT2G16015,AT2G18876,AT2G33385,AT2G36400,AT3G16120,AT3G18770,AT3G21180,AT3G21280,AT3G23200,AT3G27000,AT3G28730,AT3G44800,AT3G48040,AT3G51370,AT3G51720,AT4G01710,AT4G15930,AT4G18080,AT4G27360,AT4G28950,AT4G35020,AT4G35860,AT4G35950,AT5G12250,AT5G13570,AT5G15400,AT5G20110,AT5G25470,AT5G27920,AT5G44340,AT5G56580,AT5G57410,AT5G62690,AT5G65274,AT5G66040",50,50,10042,train,ath04517,KEGG,Signalling/regulatory,NA,NA,NA,NA,NA,NA,0.46,0.54,0.54,23,27,NA,NA,NA,0,0.46,ath04517
TRAIN_NEG_seed42_corrupted_pathway_0111,corrupted_pathway,"AT1G49520,AT1G67440,AT1G72700,AT3G10280,AT3G28300,AT4G29530,AT5G07190",7,7,10042,train,AC_PWY-6908,AraCyc,Cofactor/vitamin metabolism,NA,NA,NA,NA,NA,NA,0.2857142857142857,0.7142857142857143,0.7142857142857143,2,5,NA,NA,NA,0,0.42857142857142855,ath01100
TRAIN_NEG_seed42_corrupted_pathway_0112,corrupted_pathway,"AT1G10070,AT1G54820,AT3G18510,AT3G23940,AT3G42130,AT4G32790",6,6,10042,train,AC_ILEUSYN-PWY,AraCyc,Amino acid metabolism,NA,NA,NA,NA,NA,NA,0.3333333333333333,0.6666666666666666,0.6666666666666666,2,4,NA,NA,NA,0,0.3333333333333333,AC_BRANCHED-CHAIN-AA-SYN-PWY
TRAIN_NEG_seed42_corrupted_pathway_0113,corrupted_pathway,"AT1G10550,AT1G33910,AT1G53480,AT1G62800,AT2G04039,AT2G05260,AT2G19820,AT2G24850,AT2G30970,AT2G33730,AT2G42490,AT3G12410,AT3G12870,AT3G27950,AT3G45140,AT4G14940,AT4G17020,AT4G24260,AT4G28410,AT5G11370,AT5G19550,AT5G51990",22,22,10042,train,ath00950,KEGG,Specialized/other biosynthesis,NA,NA,NA,NA,NA,NA,0.3181818181818182,0.6818181818181818,0.6818181818181818,7,15,NA,NA,NA,0,0.4090909090909091,ath01100
TRAIN_NEG_seed42_corrupted_pathway_0114,corrupted_pathway,"AT1G04610,AT1G05830,AT1G17920,AT1G26600,AT1G69510,AT1G70560,AT1G78815,AT2G42440,AT4G14365,AT4G24670,AT4G28720,AT5G18037,AT5G36900,AT5G47580,AT5G55940",15,15,10042,train,AC_PWYDQC-4,AraCyc,Specialized/other biosynthesis,NA,NA,NA,NA,NA,NA,0.26666666666666666,0.7333333333333333,0.7333333333333333,4,11,NA,NA,NA,0,0.26666666666666666,AC_PWY-581
TRAIN_NEG_seed42_corrupted_pathway_0115,corrupted_pathway,"AT1G09490,AT1G12400,AT1G56520,AT1G78955,AT1G78970,AT3G29255,AT3G45260,AT4G08180,AT5G07780,AT5G65440",10,10,10042,train,AC_PWY-6115,AraCyc,Specialized/other biosynthesis,NA,NA,NA,NA,NA,NA,0.3,0.7,0.7,3,7,NA,NA,NA,0,0.3,AC_PWY-5203
TRAIN_NEG_seed42_corrupted_pathway_0116,corrupted_pathway,"AT1G09870,AT2G44900,AT4G22666,AT5G28420,AT5G40160",5,5,10042,train,AC_PWY-4702,AraCyc,Degradation/catabolism,NA,NA,NA,NA,NA,NA,0.2,0.8,0.8,1,4,NA,NA,NA,0,0.2,AC_PWY-4702
TRAIN_NEG_seed42_corrupted_pathway_0117,corrupted_pathway,"AT1G25370,AT1G29960,AT1G61550,AT1G78660,AT2G16650,AT2G18140,AT2G19550,AT2G20520,AT2G22450,AT2G25470,AT2G25735,AT2G28880,AT2G35060,AT2G43760,AT2G45130,AT3G03440,AT3G07270,AT3G10160,AT3G11750,AT3G59710,AT4G22650,AT4G23920,AT4G30000,AT4G30830,AT4G34570,AT4G35630,AT5G05980,AT5G20990,AT5G43695,AT5G51110,AT5G57850,AT5G59750",32,32,10042,train,ath00790,KEGG,Cofactor/vitamin metabolism,NA,NA,NA,NA,NA,NA,0.46875,0.53125,0.53125,15,17,NA,NA,NA,0,0.46875,ath00790
TRAIN_NEG_seed42_corrupted_pathway_0118,corrupted_pathway,"AT1G64040,AT2G27830,AT2G38050,AT3G30180,AT5G11180,AT5G46860,AT5G47020",7,7,10042,train,AC_PWY-699,AraCyc,Specialized/other biosynthesis,NA,NA,NA,NA,NA,NA,0.2857142857142857,0.7142857142857143,0.7142857142857143,2,5,NA,NA,NA,0,0.2857142857142857,AC_PWY-2582
TRAIN_NEG_seed42_corrupted_pathway_0119,corrupted_pathway,"ARTHCP031,AT1G02820,AT1G08510,AT1G13195,AT1G43800,AT1G49430,AT1G54630,AT1G63490,AT1G64400,AT1G70100,AT1G75500,AT1G77590,AT2G04350,AT2G04540,AT2G05990,AT2G16750,AT2G24680,AT2G30200,AT2G38040,AT2G39240,AT2G43710,AT2G43770,AT2G43960,AT2G46820,AT3G16170,AT3G18715,AT3G23790,AT3G25110,AT3G31402,AT3G45770,AT3G57940,AT3G61940,AT4G13050,AT4G14070,AT4G17910,AT4G29290,AT4G36840,AT5G10160,AT5G16230,AT5G25760,AT5G45610,AT5G46290,AT5G61600",43,43,10042,train,ath00061,KEGG,Lipid metabolism,NA,NA,NA,NA,NA,NA,0.4883720930232558,0.5116279069767442,0.5116279069767442,21,22,NA,NA,NA,0,0.5116279069767442,ath01100
TRAIN_NEG_seed42_corrupted_pathway_0120,corrupted_pathway,"AT1G31800,AT1G36623,AT1G59865,AT1G76950,AT5G28190,AT5G58782",6,6,10042,train,AC_PWY-5807,AraCyc,Specialized/other biosynthesis,NA,NA,NA,NA,NA,NA,0.3333333333333333,0.6666666666666666,0.6666666666666666,2,4,NA,NA,NA,0,0.3333333333333333,AC_PWY-5807
TRAIN_NEG_seed42_corrupted_pathway_0121,corrupted_pathway,"AT1G18410,AT1G45050,AT1G61240,AT1G62210,AT1G74110,AT2G17680,AT2G23100,AT2G26480,AT2G29730,AT2G29750,AT2G33160,AT3G01140,AT3G07760,AT3G16565,AT3G21790,AT3G21800,AT3G46540,AT3G48570,AT3G50740,AT3G58570,AT4G11393,AT4G15280,AT4G16444,AT4G29870,AT4G31354,AT4G31670,AT4G34138,AT4G35519,AT5G05860,AT5G13120,AT5G20120,AT5G35760,AT5G37474,AT5G41320,AT5G43140,AT5G52210,AT5G56610,AT5G62620",38,38,10042,train,AC_PWY-5321,AraCyc,Specialized/other biosynthesis,NA,NA,NA,NA,NA,NA,0.23684210526315788,0.7631578947368421,0.7631578947368421,9,29,NA,NA,NA,0,0.46153846153846156,AC_PWY-7140
